Index;sexe;Tranche Age;enfant_conduite_accompagne;enfants;Tranche Revenu;formation;usage_vehicule;type_vehicule;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tranche Tarifaire ;code postal
746;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Minivan;Faible;8.0;Highly Urban/ Urban;13/03/2022 10:35;dev_express;Basse;18400
747;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Faible;12.0;Highly Rural/ Rural;13/04/2022 11:44;dev_integral;Moyenne;13180
748;M;Senior : 65 ans et plus;Aucun;VRAI;[80K - 120K[;PhD;Private;Minivan;Faible;14.0;Highly Urban/ Urban;03/05/2022 02:56;dev_express;Basse;88300
749;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Moyen;5.0;Highly Urban/ Urban;10/03/2022 06:59;dev_express;Basse;40700
750;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Commercial;SUV;Faible;8.0;Highly Urban/ Urban;19/03/2022 08:30;dev_integral;Moyenne;11100
751;M;Jeune : moins de 25 ans;Un;VRAI;[0 - 40K[;High School;Commercial;Pickup;Moyen;9.0;Highly Urban/ Urban;12/05/2022 21:36;dev_integral;Moyenne;41330
752;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;3.0;Highly Urban/ Urban;19/04/2022 01:39;dev_express;Basse;9100
753;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Faible;20.0;Highly Urban/ Urban;09/03/2022 04:34;dev_express;Basse;29830
754;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Panel Truck;Faible;9.0;Highly Urban/ Urban;30/03/2022 06:16;dev_integral;Basse;26320
755;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;6.0;Highly Urban/ Urban;17/01/2022 09:47;dev_integral;Moyenne;61160
756;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;14/04/2022 13:13;dev_express;Basse;75020
757;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Sports Car;Faible;8.0;Highly Urban/ Urban;07/04/2022 23:39;dev_premium;Moyenne;8000
758;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Sports Car;Faible;10.0;Highly Urban/ Urban;26/01/2022 06:42;dev_integral;Moyenne;1700
759;M;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;PhD;Private;Minivan;Moyen;16.0;Highly Urban/ Urban;26/01/2022 18:39;dev_integral;Basse;83400
760;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;SUV;Moyen;11.0;Highly Urban/ Urban;15/03/2022 15:42;dev_integral;Moyenne;95630
761;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Private;SUV;Faible;17.0;Highly Urban/ Urban;30/05/2022 14:54;dev_integral;Moyenne;18110
762;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[0 - 40K[;High School;Commercial;Pickup;Moyen;1.0;Highly Urban/ Urban;09/04/2022 00:17;dev_express;Basse;60600
763;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;Minivan;Faible;8.0;Highly Urban/ Urban;21/05/2022 17:50;dev_premium;Moyenne;27120
764;M;Jeune : moins de 25 ans;Aucun;VRAI;[80K - 120K[;High School;Commercial;Pickup;Faible;10.0;Highly Urban/ Urban;01/01/2022 05:44;dev_integral;Moyenne;80000
765;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;SUV;Moyen;15.0;Highly Urban/ Urban;24/02/2022 00:48;dev_express;Basse;80100
766;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Pickup;Moyen;10.0;Highly Urban/ Urban;12/01/2022 00:48;dev_integral;Moyenne;92700
767;M;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;High School;Private;Sports Car;Faible;1.0;Highly Urban/ Urban;14/01/2022 11:52;dev_integral;Moyenne;82110
768;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Commercial;Pickup;Faible;7.0;Highly Rural/ Rural;02/02/2022 05:11;dev_integral;Moyenne;5200
769;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Moyen;14.0;Highly Urban/ Urban;10/04/2022 20:24;dev_integral;Moyenne;83500
770;M;Jeune : moins de 25 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Moyen;5.0;Highly Urban/ Urban;28/05/2022 19:58;dev_integral;Moyenne;29200
771;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Minivan;Faible;1.0;Highly Urban/ Urban;19/05/2022 06:35;dev_integral;Moyenne;19800
772;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;Minivan;Faible;9.0;Highly Urban/ Urban;05/03/2022 18:04;dev_integral;Basse;16440
773;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Pickup;Moyen;16.0;Highly Urban/ Urban;04/01/2022 08:53;dev_express;Basse;75019
774;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Van;Moyen;9.0;Highly Urban/ Urban;23/04/2022 00:38;dev_integral;Basse;76910
775;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Masters;Private;SUV;Moyen;16.0;Highly Urban/ Urban;19/01/2022 08:22;dev_integral;Moyenne;93600
776;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Pickup;Faible;19.0;Highly Urban/ Urban;14/05/2022 21:13;dev_integral;Basse;16100
777;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Pickup;Moyen;4.0;Highly Urban/ Urban;22/02/2022 09:35;dev_integral;Moyenne;54110
778;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;17.0;Highly Urban/ Urban;24/02/2022 12:40;dev_integral;Moyenne;10000
779;M;Adulte : 25-64 ans;Aucun;VRAI;Non connu;Masters;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;26/05/2022 12:01;dev_express;Basse;32140
780;F;Adulte : 25-64 ans;Aucun;VRAI;[80K - 120K[;Bachelors;Commercial;SUV;Faible;1.0;Highly Rural/ Rural;14/01/2022 18:54;dev_integral;Basse;64210
781;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Faible;16.0;Highly Rural/ Rural;06/01/2022 06:03;dev_premium;Moyenne;40160
782;F;Jeune : moins de 25 ans;Plusieurs;VRAI;[80K - 120K[;Masters;Private;SUV;Moyen;22.0;Highly Urban/ Urban;21/01/2022 20:55;dev_integral;Basse;42370
783;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Moyen;12.0;Highly Urban/ Urban;12/04/2022 15:22;dev_integral;Basse;52290
784;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;15.0;Highly Urban/ Urban;05/01/2022 05:59;dev_premium;Moyenne;3300
785;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Commercial;Pickup;Faible;11.0;Highly Urban/ Urban;10/01/2022 06:19;dev_integral;Moyenne;4100
786;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Minivan;Faible;1.0;Highly Rural/ Rural;08/04/2022 06:27;dev_premium;Moyenne;47500
787;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Pickup;Moyen;15.0;Highly Urban/ Urban;30/03/2022 15:14;dev_integral;Basse;34400
788;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Panel Truck;Faible;16.0;Highly Urban/ Urban;12/04/2022 05:10;dev_express;Basse;29000
789;F;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;15/03/2022 08:34;dev_integral;Moyenne;83230
790;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;12/03/2022 10:18;dev_integral;Moyenne;1220
791;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Pickup;Faible;17.0;Highly Urban/ Urban;14/03/2022 14:38;dev_integral;Basse;20240
792;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;Bachelors;Commercial;Van;Faible;13.0;Highly Urban/ Urban;09/01/2022 22:09;dev_integral;Moyenne;36000
793;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;Bachelors;Commercial;SUV;Faible;7.0;Highly Urban/ Urban;27/02/2022 16:55;dev_express;Basse;13821
794;F;Senior : 65 ans et plus;Un;VRAI;[0 - 40K[;Bachelors;Private;SUV;Faible;10.0;Highly Urban/ Urban;02/02/2022 08:14;dev_premium;Moyenne;95550
795;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Sports Car;Faible;1.0;Highly Urban/ Urban;06/03/2022 16:17;dev_express;Basse;52000
796;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Faible;12.0;Highly Urban/ Urban;06/01/2022 06:25;dev_express;Basse;4160
797;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;Bachelors;Private;SUV;Faible;9.0;Highly Urban/ Urban;03/04/2022 02:20;dev_integral;Moyenne;25120
798;F;Adulte : 25-64 ans;Aucun;VRAI;>120K;Bachelors;Private;Minivan;Faible;10.0;Highly Urban/ Urban;30/04/2022 23:07;dev_integral;Basse;32500
799;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Pickup;Faible;13.0;Highly Urban/ Urban;19/03/2022 17:09;dev_integral;Moyenne;63800
800;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;Minivan;Faible;9.0;Highly Rural/ Rural;24/01/2022 05:53;dev_express;Basse;29440
801;F;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;23/02/2022 04:42;dev_integral;Moyenne;78360
802;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;Sports Car;Moyen;8.0;Highly Urban/ Urban;17/05/2022 10:24;dev_integral;Basse;46220
803;F;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;High School;Private;Van;Moyen;1.0;Highly Urban/ Urban;06/03/2022 00:45;dev_express;Basse;69400
804;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Faible;1.0;Highly Urban/ Urban;13/03/2022 16:07;dev_integral;Moyenne;91350
805;M;Jeune : moins de 25 ans;Aucun;VRAI;Non connu;High School;Commercial;SUV;Faible;10.0;Highly Urban/ Urban;10/02/2022 20:24;dev_premium;Moyenne;16130
806;F;Senior : 65 ans et plus;Aucun;FAUX;Non connu;PhD;Private;SUV;Faible;16.0;Highly Urban/ Urban;16/01/2022 04:07;dev_integral;Moyenne;95630
807;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Panel Truck;Moyen;11.0;Highly Urban/ Urban;19/05/2022 17:14;dev_express;Basse;60350
808;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;PhD;Private;SUV;Moyen;18.0;Highly Urban/ Urban;18/04/2022 02:22;dev_express;Basse;61000
809;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;SUV;Moyen;5.0;Highly Rural/ Rural;13/01/2022 09:31;dev_integral;Moyenne;21000
810;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;Panel Truck;Faible;1.0;Highly Urban/ Urban;28/05/2022 06:19;dev_integral;Moyenne;20000
811;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Commercial;Panel Truck;Faible;15.0;Highly Urban/ Urban;28/03/2022 01:51;dev_express;Basse;30800
812;F;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;Bachelors;Private;Minivan;Faible;3.0;Highly Urban/ Urban;15/03/2022 17:21;dev_integral;Moyenne;75012
813;M;Adulte : 25-64 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Pickup;Faible;7.0;Highly Urban/ Urban;10/03/2022 08:41;dev_integral;Moyenne;61360
814;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Bachelors;Private;SUV;Moyen;5.0;Highly Rural/ Rural;20/01/2022 06:27;dev_express;Basse;16600
815;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;Minivan;Faible;22.0;Highly Urban/ Urban;09/04/2022 17:10;dev_integral;Moyenne;6330
816;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Commercial;Pickup;Faible;21.0;Highly Urban/ Urban;05/03/2022 15:27;dev_premium;Moyenne;36120
817;M;Jeune : moins de 25 ans;Un;VRAI;[80K - 120K[;Masters;Commercial;Van;Faible;14.0;Highly Urban/ Urban;09/04/2022 10:34;dev_premium;Moyenne;74130
818;F;Adulte : 25-64 ans;Plusieurs;VRAI;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;16/02/2022 13:50;dev_integral;Basse;75017
819;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Commercial;Minivan;Moyen;10.0;Highly Urban/ Urban;06/04/2022 17:34;dev_integral;Moyenne;67290
820;F;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;Van;Moyen;11.0;Highly Urban/ Urban;23/03/2022 08:12;dev_express;Basse;11000
821;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;25/01/2022 03:27;dev_express;Basse;72530
822;F;Jeune : moins de 25 ans;Aucun;VRAI;[0 - 40K[;Bachelors;Commercial;SUV;Faible;7.0;Highly Urban/ Urban;21/01/2022 09:35;dev_express;Basse;12850
823;M;Senior : 65 ans et plus;Aucun;VRAI;>120K;Masters;Private;Minivan;Elevé;15.0;Highly Urban/ Urban;27/01/2022 16:51;dev_integral;Moyenne;86550
824;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Commercial;SUV;Elevé;1.0;Highly Urban/ Urban;22/04/2022 14:21;dev_integral;Moyenne;42800
825;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Masters;Private;SUV;Faible;17.0;Highly Urban/ Urban;13/03/2022 23:40;dev_express;Basse;21420
826;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Van;Moyen;8.0;Highly Urban/ Urban;15/01/2022 03:03;dev_premium;Moyenne;76520
827;F;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;Masters;Private;Minivan;Moyen;15.0;Highly Urban/ Urban;24/02/2022 23:09;dev_express;Basse;12300
828;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Minivan;Faible;1.0;Highly Urban/ Urban;27/03/2022 17:51;dev_integral;Moyenne;38410
829;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Commercial;Van;Faible;10.0;Highly Urban/ Urban;02/04/2022 07:37;dev_express;Basse;89100
830;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Urban/ Urban;18/02/2022 07:19;dev_integral;Basse;73870
831;M;Senior : 65 ans et plus;Plusieurs;VRAI;[60K - 80K[;Bachelors;Private;SUV;Moyen;7.0;Highly Urban/ Urban;17/04/2022 09:27;dev_integral;Basse;70270
832;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;;Highly Rural/ Rural;20/05/2022 03:29;dev_express;Basse;23320
833;F;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Rural/ Rural;29/01/2022 23:20;dev_integral;Moyenne;60510
834;M;Adulte : 25-64 ans;Aucun;FAUX;Non connu;PhD;Private;SUV;Moyen;7.0;Highly Urban/ Urban;01/05/2022 19:40;dev_express;Basse;30130
835;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;SUV;Moyen;1.0;Highly Urban/ Urban;02/05/2022 20:32;dev_premium;Moyenne;3210
836;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;PhD;Commercial;Van;Moyen;17.0;Highly Urban/ Urban;22/04/2022 21:23;dev_express;Basse;26120
837;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Moyen;18.0;Highly Urban/ Urban;24/01/2022 10:55;dev_integral;Basse;34590
838;M;Jeune : moins de 25 ans;Aucun;FAUX;>120K;PhD;Private;Pickup;Faible;9.0;Highly Urban/ Urban;23/02/2022 01:41;dev_premium;Moyenne;50810
839;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;High School;Commercial;Van;Moyen;1.0;Highly Urban/ Urban;22/05/2022 10:59;dev_premium;Moyenne;51100
840;F;Adulte : 25-64 ans;Un;VRAI;[0 - 40K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;17/03/2022 14:31;dev_vip;Elevée;78200
841;F;Jeune : moins de 25 ans;Aucun;FAUX;[80K - 120K[;Masters;Commercial;Panel Truck;Faible;10.0;Highly Urban/ Urban;04/04/2022 00:54;dev_express;Basse;65000
842;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Moyen;4.0;Highly Rural/ Rural;01/05/2022 00:26;dev_integral;Moyenne;32430
843;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Commercial;Panel Truck;Moyen;6.0;Highly Urban/ Urban;02/05/2022 17:11;dev_integral;Basse;52120
844;F;Jeune : moins de 25 ans;Un;VRAI;[80K - 120K[;High School;Commercial;Pickup;Faible;7.0;Highly Rural/ Rural;28/03/2022 12:11;dev_integral;Basse;92150
845;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Panel Truck;Faible;12.0;Highly Urban/ Urban;19/05/2022 17:35;dev_integral;Moyenne;49250
846;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Van;Faible;6.0;Highly Urban/ Urban;14/05/2022 09:17;dev_express;Basse;75002
847;F;Senior : 65 ans et plus;Aucun;VRAI;>120K;PhD;Private;SUV;Faible;13.0;Highly Urban/ Urban;06/05/2022 04:55;dev_premium;Moyenne;41200
848;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Moyen;10.0;Highly Urban/ Urban;25/04/2022 02:13;dev_premium;Moyenne;61140
849;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Private;SUV;Moyen;13.0;Highly Urban/ Urban;18/03/2022 15:22;dev_premium;Moyenne;57640
850;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Faible;17.0;Highly Urban/ Urban;15/04/2022 20:51;dev_integral;Moyenne;10600
851;F;Senior : 65 ans et plus;Aucun;FAUX;>120K;Masters;Commercial;Pickup;Faible;9.0;Highly Urban/ Urban;20/01/2022 21:33;dev_premium;Moyenne;16100
852;F;Jeune : moins de 25 ans;Aucun;FAUX;Non connu;High School;Commercial;SUV;Moyen;9.0;Highly Urban/ Urban;14/03/2022 05:31;dev_vip;Elevée;18000
853;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Private;Sports Car;Moyen;12.0;Highly Urban/ Urban;08/01/2022 07:30;dev_express;Basse;5700
854;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;Bachelors;Private;Sports Car;Faible;6.0;Highly Urban/ Urban;21/04/2022 14:09;dev_integral;Basse;11200
855;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Private;SUV;Moyen;;Highly Urban/ Urban;19/02/2022 17:32;dev_premium;Moyenne;7700
856;M;Senior : 65 ans et plus;Aucun;VRAI;[40K - 60K[;High School;Commercial;Panel Truck;Moyen;8.0;Highly Urban/ Urban;04/04/2022 09:50;dev_integral;Moyenne;62830
857;M;Adulte : 25-64 ans;Un;VRAI;[80K - 120K[;High School;Private;SUV;Moyen;6.0;Highly Rural/ Rural;17/01/2022 08:07;dev_premium;Moyenne;59143
858;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Commercial;Panel Truck;Moyen;12.0;Highly Urban/ Urban;14/01/2022 22:35;dev_express;Basse;68700
859;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;Bachelors;Commercial;Van;Moyen;13.0;Highly Urban/ Urban;01/02/2022 10:47;dev_integral;Moyenne;4210
860;F;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Private;SUV;Faible;1.0;Highly Urban/ Urban;03/04/2022 06:07;dev_integral;Moyenne;52100
861;F;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;PhD;Private;Minivan;Moyen;15.0;Highly Rural/ Rural;25/02/2022 19:43;dev_integral;Moyenne;70290
862;M;Jeune : moins de 25 ans;Plusieurs;VRAI;[0 - 40K[;High School;Private;SUV;Faible;5.0;Highly Urban/ Urban;14/05/2022 23:10;dev_express;Basse;83260
863;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Pickup;Moyen;1.0;Highly Urban/ Urban;01/02/2022 20:17;dev_express;Basse;82100
864;F;Jeune : moins de 25 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;16.0;Highly Urban/ Urban;09/02/2022 10:27;dev_premium;Moyenne;17220
865;M;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;Bachelors;Private;Pickup;Moyen;9.0;Highly Urban/ Urban;13/01/2022 10:00;dev_integral;Moyenne;35500
866;M;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Bachelors;Private;SUV;Faible;8.0;Highly Urban/ Urban;14/05/2022 03:38;dev_express;Basse;26160
867;F;Adulte : 25-64 ans;Aucun;FAUX;[60K - 80K[;Masters;Private;SUV;Moyen;;Highly Urban/ Urban;27/01/2022 11:04;dev_premium;Moyenne;58000
868;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Van;Faible;7.0;Highly Urban/ Urban;03/01/2022 08:30;dev_integral;Moyenne;43110
869;M;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;7.0;Highly Urban/ Urban;26/03/2022 11:54;dev_integral;Moyenne;49260
870;F;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;Masters;Private;Minivan;Faible;10.0;Highly Urban/ Urban;07/03/2022 22:55;dev_integral;Moyenne;69890
871;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Faible;7.0;Highly Urban/ Urban;01/03/2022 05:37;dev_integral;Basse;70210
872;M;Senior : 65 ans et plus;Aucun;FAUX;[60K - 80K[;Bachelors;Commercial;SUV;Faible;13.0;Highly Urban/ Urban;04/05/2022 07:09;dev_integral;Moyenne;43220
873;F;Jeune : moins de 25 ans;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;SUV;Faible;12.0;Highly Urban/ Urban;04/02/2022 19:41;dev_express;Basse;5300
874;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;Bachelors;Commercial;Pickup;Moyen;9.0;Highly Urban/ Urban;26/04/2022 10:16;dev_premium;Moyenne;50440
875;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Minivan;Faible;7.0;Highly Urban/ Urban;02/01/2022 05:31;dev_integral;Moyenne;24800
876;M;Adulte : 25-64 ans;Aucun;FAUX;>120K;PhD;Private;Minivan;Moyen;22.0;Highly Urban/ Urban;26/03/2022 09:04;dev_integral;Moyenne;72000
877;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Private;Van;Moyen;1.0;Highly Urban/ Urban;16/01/2022 22:31;dev_integral;Moyenne;88000
878;F;Senior : 65 ans et plus;Aucun;VRAI;[60K - 80K[;High School;Private;Sports Car;Faible;;Highly Urban/ Urban;26/05/2022 01:56;dev_integral;Moyenne;92140
879;M;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Commercial;Pickup;Faible;1.0;Highly Urban/ Urban;24/03/2022 15:49;dev_express;Basse;77700
880;M;Adulte : 25-64 ans;Un;VRAI;[40K - 60K[;High School;Private;Sports Car;Moyen;1.0;Highly Rural/ Rural;20/04/2022 06:44;dev_express;Basse;90500
881;M;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Pickup;Faible;9.0;Highly Urban/ Urban;11/05/2022 12:25;dev_integral;Moyenne;42190
882;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;High School;Commercial;Minivan;Faible;10.0;Highly Urban/ Urban;13/01/2022 05:16;dev_express;Basse;63000
883;F;Adulte : 25-64 ans;Aucun;FAUX;[80K - 120K[;Masters;Private;Minivan;Moyen;9.0;Highly Urban/ Urban;21/03/2022 21:34;dev_express;Basse;16110
884;F;Adulte : 25-64 ans;Aucun;FAUX;>120K;Masters;Private;Minivan;Faible;11.0;Highly Rural/ Rural;18/01/2022 19:42;dev_express;Basse;64140
885;F;Senior : 65 ans et plus;Aucun;FAUX;[40K - 60K[;High School;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;13/04/2022 16:21;dev_express;Basse;34170
886;F;Senior : 65 ans et plus;Aucun;FAUX;Non connu;Masters;Commercial;Pickup;Faible;15.0;Highly Urban/ Urban;24/04/2022 13:56;dev_express;Basse;84000
887;M;Adulte : 25-64 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;Pickup;Moyen;7.0;Highly Urban/ Urban;10/02/2022 20:57;dev_premium;Moyenne;27370
888;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;High School;Private;Minivan;Faible;1.0;Highly Rural/ Rural;28/02/2022 13:38;dev_integral;Basse;54840
889;M;Senior : 65 ans et plus;Aucun;VRAI;[0 - 40K[;High School;Private;Pickup;Faible;8.0;Highly Rural/ Rural;05/02/2022 23:52;dev_express;Basse;56100
890;M;Senior : 65 ans et plus;Aucun;FAUX;[80K - 120K[;Bachelors;Private;Pickup;Faible;9.0;Highly Urban/ Urban;27/03/2022 09:37;dev_express;Basse;77440
891;F;Adulte : 25-64 ans;Aucun;FAUX;Non connu;High School;Private;SUV;Moyen;7.0;Highly Rural/ Rural;05/01/2022 09:36;dev_express;Basse;91410
892;M;Adulte : 25-64 ans;Aucun;FAUX;[40K - 60K[;Masters;Private;Minivan;Moyen;14.0;Highly Urban/ Urban;03/05/2022 13:03;dev_express;Basse;25300
893;M;Jeune : moins de 25 ans;Aucun;FAUX;[0 - 40K[;High School;Commercial;SUV;Faible;1.0;Highly Urban/ Urban;26/03/2022 15:22;dev_express;Basse;78980
894;F;Senior : 65 ans et plus;Aucun;FAUX;[0 - 40K[;Masters;Commercial;Panel Truck;Faible;15.0;Highly Urban/ Urban;31/01/2022 22:44;dev_express;Basse;69520
